,Product Name,Prices,Description,Link
98,"Samsung Galaxy S24 5G (Onyx Black, 256 GB)","₹52,999",8 GB RAM | 256 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera4000 mAh BatteryExynos 2400 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-s24-5g-onyx-black-256-gb/p/itm0456c01739016?pid=MOBGX2F3ZUBMWBGP&lid=LSTMOBGX2F3ZUBMWBGPME7BYW&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_6_123&otracker=search&otracker1=search&fm=organic&iid=a9ee98f5-eb04-4d21-9e0d-7c95d17bfa8a.MOBGX2F3ZUBMWBGP.SEARCH&ppt=None&ppn=None&ssid=nyioba8rfk0000001753444726541&qH=1db27dacccf6b51f
99,"Apple iPhone 16 Pro (Black Titanium, 128 GB)","₹1,12,900","128 GB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",https://www.flipkart.com/apple-iphone-16-pro-black-titanium-128-gb/p/itm12f97adb4c5ed?pid=MOBH4DQFVXNS5ZJH&lid=LSTMOBH4DQFVXNS5ZJHSBCLA7&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_6_124&otracker=search&otracker1=search&fm=organic&iid=a9ee98f5-eb04-4d21-9e0d-7c95d17bfa8a.MOBH4DQFVXNS5ZJH.SEARCH&ppt=None&ppn=None&ssid=nyioba8rfk0000001753444726541&qH=1db27dacccf6b51f
100,"Google Pixel 9 Pro XL (Rose Quartz, 256 GB)","₹1,04,999",16 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Display50MP + 48MP + 48MP | 42MP Front Camera5060 mAh BatteryGoogle Tensor G4 Processor1 Year Domestic Warranty,https://www.flipkart.com/google-pixel-9-pro-xl-rose-quartz-256-gb/p/itmcf4f12e523027?pid=MOBH2HJGP33UUYDH&lid=LSTMOBH2HJGP33UUYDHT8OFOY&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_6_125&otracker=search&otracker1=search&fm=organic&iid=a9ee98f5-eb04-4d21-9e0d-7c95d17bfa8a.MOBH2HJGP33UUYDH.SEARCH&ppt=None&ppn=None&ssid=nyioba8rfk0000001753444726541&qH=1db27dacccf6b51f
101,"Apple iPhone 15 (Black, 256 GB)","₹74,900","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",https://www.flipkart.com/apple-iphone-15-black-256-gb/p/itm6f0727e3e3b52?pid=MOBGTAGPSMHFKHT5&lid=LSTMOBGTAGPSMHFKHT5QSQH4U&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_6_126&otracker=search&otracker1=search&fm=organic&iid=a9ee98f5-eb04-4d21-9e0d-7c95d17bfa8a.MOBGTAGPSMHFKHT5.SEARCH&ppt=None&ppn=None&ssid=nyioba8rfk0000001753444726541&qH=1db27dacccf6b51f
102,"CMF by Nothing Phone 2 Pro (White, 128 GB)","₹18,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.2 cm (6.77 inch) Display50MP + 50MP + 8MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 Pro 5G Processor1 Year Manufacturing Warranty,https://www.flipkart.com/cmf-nothing-phone-2-pro-white-128-gb/p/itm46a119f176627?pid=MOBHAUHAEYXGMWMY&lid=LSTMOBHAUHAEYXGMWMYZKP8G0&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_6_127&otracker=search&otracker1=search&fm=organic&iid=en_ZaRJOkzdyyzD7uxMsjiSZGHx4R54SCZkvqN-9TvcxY6YuboNSMVJMI1TPr7A4KDH4ZK7jm7im0VZ4IYNiH7EgvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=nyioba8rfk0000001753444726541&qH=1db27dacccf6b51f
103,"Apple iPhone 16 Pro Max (White Titanium, 512 GB)","₹1,57,900","512 GB ROM17.53 cm (6.9 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",https://www.flipkart.com/apple-iphone-16-pro-max-white-titanium-512-gb/p/itm9f8d4b52f9a97?pid=MOBH4JCVUEHUXZZT&lid=LSTMOBH4JCVUEHUXZZTBM6YBG&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_6_128&otracker=search&otracker1=search&fm=organic&iid=a9ee98f5-eb04-4d21-9e0d-7c95d17bfa8a.MOBH4JCVUEHUXZZT.SEARCH&ppt=None&ppn=None&ssid=nyioba8rfk0000001753444726541&qH=1db27dacccf6b51f
104,"Samsung Galaxy Z Flip6 5G (Mint, 512 GB)","₹75,899",12 GB RAM | 512 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera4000 mAh Lithium ion BatterySnapdragon 8 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-z-flip6-5g-mint-512-gb/p/itm1fb76dd9a01c1?pid=MOBH2HG97DB5WP4H&lid=LSTMOBH2HG97DB5WP4H12SS5J&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_6_129&otracker=search&otracker1=search&fm=organic&iid=a9ee98f5-eb04-4d21-9e0d-7c95d17bfa8a.MOBH2HG97DB5WP4H.SEARCH&ppt=None&ppn=None&ssid=nyioba8rfk0000001753444726541&qH=1db27dacccf6b51f
105,"IQOO 12 (Legend, 512 GB)","₹59,999",16 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5000 mAh Battery1 Year,https://www.flipkart.com/iqoo-12-legend-512-gb/p/itm333d72d8de4c7?pid=MOBGWH8GYFNJSGAD&lid=LSTMOBGWH8GYFNJSGADOKKJ3K&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_6_130&otracker=search&otracker1=search&fm=organic&iid=a9ee98f5-eb04-4d21-9e0d-7c95d17bfa8a.MOBGWH8GYFNJSGAD.SEARCH&ppt=None&ppn=None&ssid=nyioba8rfk0000001753444726541&qH=1db27dacccf6b51f
106,"Apple iPhone 16 Pro (Natural Titanium, 512 GB)","₹1,42,900","512 GB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",https://www.flipkart.com/apple-iphone-16-pro-natural-titanium-512-gb/p/itm2aade5f05f9fc?pid=MOBH4DQFHQCCV5HU&lid=LSTMOBH4DQFHQCCV5HUR3IAMX&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_6_131&otracker=search&otracker1=search&fm=organic&iid=a9ee98f5-eb04-4d21-9e0d-7c95d17bfa8a.MOBH4DQFHQCCV5HU.SEARCH&ppt=None&ppn=None&ssid=nyioba8rfk0000001753444726541&qH=1db27dacccf6b51f
107,"Apple iPhone 16 Plus (Pink, 512 GB)","₹1,14,900","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",https://www.flipkart.com/apple-iphone-16-plus-pink-512-gb/p/itmff770e5f03211?pid=MOBH4DQFGNVUBH9G&lid=LSTMOBH4DQFGNVUBH9GKUFBHE&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_6_132&otracker=search&otracker1=search&fm=organic&iid=a9ee98f5-eb04-4d21-9e0d-7c95d17bfa8a.MOBH4DQFGNVUBH9G.SEARCH&ppt=None&ppn=None&ssid=nyioba8rfk0000001753444726541&qH=1db27dacccf6b51f
108,"Samsung Galaxy S25 Edge 5G (Titanium Silver, 512 GB)","₹1,16,999",12 GB RAM | 512 GB ROM16.91 cm (6.657 inch) Quad HD+ Display200MP + 12MP | 12MP Front Camera3900 mAh BatteryQualcomm Snapdragon 8 Elite for Galaxy Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-s25-edge-5g-titanium-silver-512-gb/p/itm62953909f8f42?pid=MOBHBXJHKSYFNJJB&lid=LSTMOBHBXJHKSYFNJJBQS2NUY&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_6_133&otracker=search&otracker1=search&fm=organic&iid=a9ee98f5-eb04-4d21-9e0d-7c95d17bfa8a.MOBHBXJHKSYFNJJB.SEARCH&ppt=None&ppn=None&ssid=nyioba8rfk0000001753444726541&qH=1db27dacccf6b51f
109,"Samsung Galaxy S23 Ultra 5G (Cream, 1 TB)","₹1,85,999",12 GB RAM | 1 TB ROM17.27 cm (6.8 inch) Quad HD+ Display200MP + 10MP + 12MP + 10MP | 12MP Front Camera5000 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-s23-ultra-5g-cream-1-tb/p/itm95d46582a9d4b?pid=MOBGMFFXRSYYAHGH&lid=LSTMOBGMFFXRSYYAHGHVB7FQ6&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_6_134&otracker=search&otracker1=search&fm=organic&iid=a9ee98f5-eb04-4d21-9e0d-7c95d17bfa8a.MOBGMFFXRSYYAHGH.SEARCH&ppt=None&ppn=None&ssid=nyioba8rfk0000001753444726541&qH=1db27dacccf6b51f
110,"Samsung Galaxy S23 Ultra 5G (Phantom Black, 1 TB)","₹1,85,999",12 GB RAM | 1 TB ROM17.27 cm (6.8 inch) Quad HD+ Display200MP + 10MP + 12MP + 10MP | 12MP Front Camera5000 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-s23-ultra-5g-phantom-black-1-tb/p/itm6be1782c0cf7e?pid=MOBGMFFXYGWM8EMW&lid=LSTMOBGMFFXYGWM8EMWRBLNZH&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_6_135&otracker=search&otracker1=search&fm=organic&iid=a9ee98f5-eb04-4d21-9e0d-7c95d17bfa8a.MOBGMFFXYGWM8EMW.SEARCH&ppt=None&ppn=None&ssid=nyioba8rfk0000001753444726541&qH=1db27dacccf6b51f
111,"Samsung Galaxy S23 Ultra 5G (Phantom Black, 512 GB)","₹1,61,999",12 GB RAM | 512 GB ROM17.27 cm (6.8 inch) Quad HD+ Display200MP + 10MP + 12MP + 10MP | 12MP Front Camera5000 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-s23-ultra-5g-phantom-black-512-gb/p/itm9c84080bfa6f0?pid=MOBGMFFXXSZEF3VV&lid=LSTMOBGMFFXXSZEF3VVDYIA4A&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_6_136&otracker=search&otracker1=search&fm=organic&iid=a9ee98f5-eb04-4d21-9e0d-7c95d17bfa8a.MOBGMFFXXSZEF3VV.SEARCH&ppt=None&ppn=None&ssid=nyioba8rfk0000001753444726541&qH=1db27dacccf6b51f
112,"Samsung Galaxy S23 Ultra 5G (Green, 1 TB)","₹1,85,999",12 GB RAM | 1 TB ROM17.27 cm (6.8 inch) Quad HD+ Display200MP + 10MP + 12MP + 10MP | 12MP Front Camera5000 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-s23-ultra-5g-green-1-tb/p/itm96a0c71a2f65e?pid=MOBGMFFX7SAEQFDH&lid=LSTMOBGMFFX7SAEQFDHGDTOOQ&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_6_137&otracker=search&otracker1=search&fm=organic&iid=a9ee98f5-eb04-4d21-9e0d-7c95d17bfa8a.MOBGMFFX7SAEQFDH.SEARCH&ppt=None&ppn=None&ssid=nyioba8rfk0000001753444726541&qH=1db27dacccf6b51f
113,"Apple iPhone 13 Pro (Sierra Blue, 512 GB)","₹1,49,900",512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.,https://www.flipkart.com/apple-iphone-13-pro-sierra-blue-512-gb/p/itm0f471ef733299?pid=MOBG6VF5Z6JF62MW&lid=LSTMOBG6VF5Z6JF62MWYG962S&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_6_138&otracker=search&otracker1=search&fm=organic&iid=a9ee98f5-eb04-4d21-9e0d-7c95d17bfa8a.MOBG6VF5Z6JF62MW.SEARCH&ppt=None&ppn=None&ssid=nyioba8rfk0000001753444726541&qH=1db27dacccf6b51f
114,"Apple iPhone 13 Pro (Gold, 1 TB)","₹1,69,900",1 TB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.,https://www.flipkart.com/apple-iphone-13-pro-gold-1-tb/p/itma05d38ac5876d?pid=MOBG6VF5KBAU8ACF&lid=LSTMOBG6VF5KBAU8ACFNR3E3C&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_6_139&otracker=search&otracker1=search&fm=organic&iid=a9ee98f5-eb04-4d21-9e0d-7c95d17bfa8a.MOBG6VF5KBAU8ACF.SEARCH&ppt=None&ppn=None&ssid=nyioba8rfk0000001753444726541&qH=1db27dacccf6b51f
115,"Apple iPhone 13 Pro (Silver, 256 GB)","₹1,29,900",256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.,https://www.flipkart.com/apple-iphone-13-pro-silver-256-gb/p/itm444ac6bba8405?pid=MOBG6VF52JBSFUK8&lid=LSTMOBG6VF52JBSFUK8R2ITDX&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_6_140&otracker=search&otracker1=search&fm=organic&iid=a9ee98f5-eb04-4d21-9e0d-7c95d17bfa8a.MOBG6VF52JBSFUK8.SEARCH&ppt=None&ppn=None&ssid=nyioba8rfk0000001753444726541&qH=1db27dacccf6b51f
116,"Samsung Galaxy Z Fold6 5G (Silver Shadow, 256 GB)","₹1,64,999",12 GB RAM | 256 GB ROM19.3 cm (7.6 inch) QXGA+ Display50MP + 12MP + 10MP | 10MP Front Camera4400 mAh Lithium ion BatterySnapdragon 8 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-z-fold6-5g-silver-shadow-256-gb/p/itmb72b4d42fcba6?pid=MOBH2HG9BGHANEDQ&lid=LSTMOBH2HG9BGHANEDQ6P3LZA&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_6_141&otracker=search&otracker1=search&fm=organic&iid=a9ee98f5-eb04-4d21-9e0d-7c95d17bfa8a.MOBH2HG9BGHANEDQ.SEARCH&ppt=None&ppn=None&ssid=nyioba8rfk0000001753444726541&qH=1db27dacccf6b51f
117,"Samsung Galaxy S24 Ultra 5G (Titanium Black, 512 GB)","₹1,29,999",12 GB RAM | 512 GB ROM17.27 cm (6.8 inch) Quad HD+ Display200MP + 50MP + 12MP + 10MP | 12MP Front Camera5000 mAh BatterySnapdragon 8 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-s24-ultra-5g-titanium-black-512-gb/p/itmfde5d3afe6bda?pid=MOBGX2F32TYCRKMF&lid=LSTMOBGX2F32TYCRKMFISVUMP&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_6_142&otracker=search&otracker1=search&fm=organic&iid=a9ee98f5-eb04-4d21-9e0d-7c95d17bfa8a.MOBGX2F32TYCRKMF.SEARCH&ppt=None&ppn=None&ssid=nyioba8rfk0000001753444726541&qH=1db27dacccf6b51f
118,"Samsung Galaxy S24 Ultra 5G (Titanium Gray, 1 TB)","₹1,49,999",12 GB RAM | 1 TB ROM17.27 cm (6.8 inch) Quad HD+ Display200MP + 50MP + 12MP + 10MP | 12MP Front Camera5000 mAh BatterySnapdragon 8 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-s24-ultra-5g-titanium-gray-1-tb/p/itm1bb57d54d6473?pid=MOBGX2F3YAKBFZJB&lid=LSTMOBGX2F3YAKBFZJBKRLUS2&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_6_143&otracker=search&otracker1=search&fm=organic&iid=a9ee98f5-eb04-4d21-9e0d-7c95d17bfa8a.MOBGX2F3YAKBFZJB.SEARCH&ppt=None&ppn=None&ssid=nyioba8rfk0000001753444726541&qH=1db27dacccf6b51f
119,"Apple iPhone 13 Pro Max (Graphite, 1 TB)","₹1,79,900",1 TB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.,https://www.flipkart.com/apple-iphone-13-pro-max-graphite-1-tb/p/itmdbb23fa63b708?pid=MOBG6VF56FGKA8SG&lid=LSTMOBG6VF56FGKA8SGJPIJV6&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_6_144&otracker=search&otracker1=search&fm=organic&iid=a9ee98f5-eb04-4d21-9e0d-7c95d17bfa8a.MOBG6VF56FGKA8SG.SEARCH&ppt=None&ppn=None&ssid=nyioba8rfk0000001753444726541&qH=1db27dacccf6b51f
120,"Apple iPhone 15 (Black, 128 GB)","₹64,900","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",https://www.flipkart.com/apple-iphone-15-black-128-gb/p/itm6ac6485515ae4?pid=MOBGTAGPTB3VS24W&lid=LSTMOBGTAGPTB3VS24WKFODHL&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_7_145&otracker=search&otracker1=search&fm=organic&iid=f6375823-9b2c-45b9-ba63-b7bc850539f5.MOBGTAGPTB3VS24W.SEARCH&ppt=None&ppn=None&ssid=r9onvbr4dc0000001753444727610&qH=1db27dacccf6b51f
121,"Motorola G85 5G (Viva Magenta, 128 GB)","₹16,999",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5000 mAh Battery6s Gen 3 Processor1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/motorola-g85-5g-viva-magenta-128-gb/p/itmcde2d6941a6ce?pid=MOBH35ZQFGVJFJ3W&lid=LSTMOBH35ZQFGVJFJ3WA8SV9M&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_7_146&otracker=search&otracker1=search&fm=organic&iid=f6375823-9b2c-45b9-ba63-b7bc850539f5.MOBH35ZQFGVJFJ3W.SEARCH&ppt=None&ppn=None&ssid=r9onvbr4dc0000001753444727610&qH=1db27dacccf6b51f
122,Boult 10000 mAh 22 W Wired & Wireless With MagSafe Compact Pocket Size Power Bank,"₹1,299","22W wired & 15W wireless fast charging: Boosted speed ensures rapid charging, minimizing downtime for your devices, keeping you powered up quickly.2-Way Charging Supports MagSafe Charge & Wired Charging for ultimate convenience. | 15 Watt wireless charge = charge 30% in 30min and 22 Watt wired charge = Charge 50% in 30min 10000mAh Battery Capacity: Ample power to charge iPhone 15 - 2.5 times, OnePlus Nord 4 - 3 times, Samsung Galaxy S24 - 2.1 times, making it ideal for travel and daily use.Free Magnetic Ring Included for a secure and seamless charging experience..Advanced Protection: Built-in overcharge, overvoltage protection layers ensure safe charging for your devices.Premium Metallic Finish & Compact Design Sleek, durable, and super-compact build, perfect for mobile phones, smartwatches, tablets, and earbuds.Weight: 203.5 g | Capacity: 10000 mAhLithium Polymer Battery | Type-C ConnectorPower Source: BatteryCharging Cable Included1 year warranty from the date of purchase",https://www.flipkart.com/boult-10000-mah-22-w-wired-wireless-magsafe-compact-pocket-size-power-bank/p/itmdd05b6bfb626c?pid=PWBH8ZFN5D7WCRKY&lid=LSTPWBH8ZFN5D7WCRKY6AAXPK&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_7_147&otracker=search&otracker1=search&fm=organic&iid=en_XWs3Ap5wgkjo2k2SZCS1gxVsYtaUCdFldBZmowOoXFaafpHojZm55VVp-w-gUzR39RYiwrOAOCRq4Wh537YaZfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=r9onvbr4dc0000001753444727610&qH=1db27dacccf6b51f
123,"CMF by Nothing Phone 2 Pro (White, 128 GB)","₹18,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.2 cm (6.77 inch) Display50MP + 50MP + 8MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 Pro 5G Processor1 Year Manufacturing Warranty,https://www.flipkart.com/cmf-nothing-phone-2-pro-white-128-gb/p/itm46a119f176627?pid=MOBHAUHAEYXGMWMY&lid=LSTMOBHAUHAEYXGMWMYZKP8G0&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_7_148&otracker=search&otracker1=search&fm=organic&iid=en_XWs3Ap5wgkjo2k2SZCS1gxVsYtaUCdFldBZmowOoXFYogD7DgzKDKsozENRtTkXlu3xeDwh-DbUp2aGs9a4bgfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=r9onvbr4dc0000001753444727610&qH=1db27dacccf6b51f
124,"POCO C75 5G (Enchanted Green, 64 GB)","₹7,699",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5160 mAh Battery4s Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/poco-c75-5g-enchanted-green-64-gb/p/itmf8fdd88f80fcc?pid=MOBH7443VEGWXG4G&lid=LSTMOBH7443VEGWXG4GOW118G&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_7_149&otracker=search&otracker1=search&fm=organic&iid=f6375823-9b2c-45b9-ba63-b7bc850539f5.MOBH7443VEGWXG4G.SEARCH&ppt=None&ppn=None&ssid=r9onvbr4dc0000001753444727610&qH=1db27dacccf6b51f
125,"MOTOROLA g05 (Forest Green, 64 GB)","₹7,299",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5200 mAh BatteryHelio G81 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,https://www.flipkart.com/motorola-g05-forest-green-64-gb/p/itme5ed06a5943b9?pid=MOBH5F3Q2SGMAFHR&lid=LSTMOBH5F3Q2SGMAFHR6YHZS0&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_7_150&otracker=search&otracker1=search&fm=organic&iid=f6375823-9b2c-45b9-ba63-b7bc850539f5.MOBH5F3Q2SGMAFHR.SEARCH&ppt=None&ppn=None&ssid=r9onvbr4dc0000001753444727610&qH=1db27dacccf6b51f
126,"CMF by Nothing Phone 2 Pro (Orange, 128 GB)","₹18,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.2 cm (6.77 inch) Display50MP + 50MP + 8MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 Pro 5G Processor1 Year Manufacturing Warranty,https://www.flipkart.com/cmf-nothing-phone-2-pro-orange-128-gb/p/itm46a119f176627?pid=MOBHAUHAHD3TRJ7X&lid=LSTMOBHAUHAHD3TRJ7XRKZ0X4&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_7_151&otracker=search&otracker1=search&fm=organic&iid=en_XWs3Ap5wgkjo2k2SZCS1gxVsYtaUCdFldBZmowOoXFbTrwINhoy1KeYvN3qmWs4Cw0wuujbPOYgocH8D4AMwQvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=r9onvbr4dc0000001753444727610&qH=1db27dacccf6b51f
127,"CMF by Nothing Phone 2 Pro (Light Green, 128 GB)","₹18,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.2 cm (6.77 inch) Display50MP + 50MP + 8MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 Pro 5G Processor1 Year Manufacturing Warranty,https://www.flipkart.com/cmf-nothing-phone-2-pro-light-green-128-gb/p/itm46a119f176627?pid=MOBHAUHADASAEX2G&lid=LSTMOBHAUHADASAEX2GYKJS5R&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_7_152&otracker=search&otracker1=search&fm=organic&iid=en_XWs3Ap5wgkjo2k2SZCS1gxVsYtaUCdFldBZmowOoXFaURiQhyEqg4ILZ1D5NeysLcNVJ22H576xWaaKdrM4aI_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=r9onvbr4dc0000001753444727610&qH=1db27dacccf6b51f
128,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","₹1,275",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) QVGA Display0MP Front Camera800 mAh Lithium Ion BatterySC6531E Processor1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES,https://www.flipkart.com/nokia-105-single-sim-keypad-mobile-phone-wireless-fm-radio/p/itmdbabbafd502bd?pid=MOBGC96FRD7DB2R7&lid=LSTMOBGC96FRD7DB2R7RTAY4M&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_7_153&otracker=search&otracker1=search&fm=organic&iid=f6375823-9b2c-45b9-ba63-b7bc850539f5.MOBGC96FRD7DB2R7.SEARCH&ppt=None&ppn=None&ssid=r9onvbr4dc0000001753444727610&qH=1db27dacccf6b51f
129,"Apple iPhone 16 (White, 128 GB)","₹74,900","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",https://www.flipkart.com/apple-iphone-16-white-128-gb/p/itm7c0281cd247be?pid=MOBH4DQF849HCG6G&lid=LSTMOBH4DQF849HCG6GXHBPXY&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_7_154&otracker=search&otracker1=search&fm=organic&iid=f6375823-9b2c-45b9-ba63-b7bc850539f5.MOBH4DQF849HCG6G.SEARCH&ppt=None&ppn=None&ssid=r9onvbr4dc0000001753444727610&qH=1db27dacccf6b51f
