,Product Name,Prices,Description,Link
198,"Apple iPhone 15 (Blue, 256 GB)","₹74,900","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",https://www.flipkart.com/apple-iphone-15-blue-256-gb/p/itm986f66c53cae4?pid=MOBGTAGPNEZZY2YR&lid=LSTMOBGTAGPNEZZY2YR3VRTJK&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_10_223&otracker=search&otracker1=search&fm=organic&iid=345bf6b9-20a5-45d6-92c6-43c50a5fa886.MOBGTAGPNEZZY2YR.SEARCH&ppt=None&ppn=None&ssid=04s09kmbz40000001753444731186&qH=1db27dacccf6b51f
199,"Samsung Galaxy S24 5G (Marble Gray, 256 GB)","₹52,999",8 GB RAM | 256 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera4000 mAh BatteryExynos 2400 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-s24-5g-marble-gray-256-gb/p/itmda5af919bff3a?pid=MOBH5TKXJBNXDGRE&lid=LSTMOBH5TKXJBNXDGREFKAGF6&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_10_224&otracker=search&otracker1=search&fm=organic&iid=345bf6b9-20a5-45d6-92c6-43c50a5fa886.MOBH5TKXJBNXDGRE.SEARCH&ppt=None&ppn=None&ssid=04s09kmbz40000001753444731186&qH=1db27dacccf6b51f
200,Kechaoda A27,₹898,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB1.68 cm (0.66 inch) Display800 mAh BatteryProcessor clock: 400 MHz ProcessorNO WARRANTY,https://www.flipkart.com/kechaoda-a27/p/itmfe39duawbf8e5?pid=MOBFP8NWZZXFPWWK&lid=LSTMOBFP8NWZZXFPWWKOQQBGB&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_10_225&otracker=search&otracker1=search&fm=organic&iid=345bf6b9-20a5-45d6-92c6-43c50a5fa886.MOBFP8NWZZXFPWWK.SEARCH&ppt=None&ppn=None&ssid=04s09kmbz40000001753444731186&qH=1db27dacccf6b51f
201,LAVA A1 Josh BOL Keypad Mobile|1000 mAh Battery|Expandable Storage 32GB,₹992,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB4.5 cm (1.77 inch) Quarter QVGA Display1000 mAh Battery1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box,https://www.flipkart.com/lava-a1-josh-bol-keypad-mobile-1000-mah-battery-expandable-storage-32gb/p/itm435dfc68caaa0?pid=MOBGPNGRD5YQJKMK&lid=LSTMOBGPNGRD5YQJKMKWUDAPB&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_10_226&otracker=search&otracker1=search&fm=organic&iid=345bf6b9-20a5-45d6-92c6-43c50a5fa886.MOBGPNGRD5YQJKMK.SEARCH&ppt=None&ppn=None&ssid=04s09kmbz40000001753444731186&qH=1db27dacccf6b51f
202,GOBOULT 20000 mAh 22.5 W Power Bank,"₹1,599","22.5W Fast Charging: Boosted speed ensures rapid charging, minimizing device downtime and keeping you powered up quickly.20000mAh Battery Capacity: Ample power to charge iPhone 15 (4.9x), OnePlus Nord 4 (4x), and Galaxy S24 (4.1x), making it ideal for travel and daily use.Multiple Charging Ports: Equipped with Micro USB, Type-C, and USB output ports, offering flexibility to charge multiple devices simultaneously.Advanced Protection: Built-in overcharge, overvoltage protection layers ensure safe device charging.Premium Metallic Finish: Sleek, durable design with a metallic finish in Power Blue, Jet Black, and Coffee, adding style to functionality.Compact & Durable with LED Display: Super-compact, durable design with an LED digital display, compatible with mobile phones, smartwatches, tablets, and earbuds.Weight: 300 g | Capacity: 20000 mAhLithium Polymer Battery | Type-C, Type-A ConnectorPower Source: USBCharging Cable Included1 year warranty from the date of purchase",https://www.flipkart.com/goboult-20000-mah-22-5-w-power-bank/p/itm96a75d7661cbc?pid=PWBH47Z6SGUT2MPU&lid=LSTPWBH47Z6SGUT2MPULSKYZS&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_10_227&otracker=search&otracker1=search&fm=organic&iid=en_D4aRt8JHcSGkzje0jl8Dtmvk0ZVC0zaxaqoW8i4p9Opel_r0m_M1FOROlsvMV4wDLkebg6PW7k9lpBGJA_ROYw%3D%3D&ppt=None&ppn=None&ssid=04s09kmbz40000001753444731186&qH=1db27dacccf6b51f
203,Ambrane 10000 mAh 22.5 W Mini Pocket Size Power Bank,"₹1,299","Capacity: 10000 mAhQuick Charge 3.0 & Power Delivery Technology22.5W Max BoostedSpeed�Output Ports: 2 (1 Type-C1 USB-A)Rugged & Travel-Friendly BodyCompact & Lightweight Design10000mAh capacity with Smart Power ManagementMultiple Layers of Protection from short circuitover charge & over dischargeType C Charging Cable includedLightning quick chargeUniversal compatibilityInput/Output control and LED indicators.Lithium Polymer Battery | Type-AType-C ConnectorPower Source: AC AdapterCapacity: 10000 mAhLithium Polymer Battery | Type-A, Type-C ConnectorPower Source: AC AdapterCharging Cable Included6 Months Brand Warranty",https://www.flipkart.com/ambrane-10000-mah-22-5-w-mini-pocket-size-power-bank/p/itm3c8d715d5d655?pid=PWBGVGEEEPFUQ7EB&lid=LSTPWBGVGEEEPFUQ7EB46DXC9&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_10_228&otracker=search&otracker1=search&fm=organic&iid=en_D4aRt8JHcSGkzje0jl8Dtmvk0ZVC0zaxaqoW8i4p9OpJ6UYE7_X6iyD3eSf251qZ-iQ2lpQD7Kv8eAmF_W4oFQ%3D%3D&ppt=None&ppn=None&ssid=04s09kmbz40000001753444731186&qH=1db27dacccf6b51f
204,"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 256 GB)","₹29,999",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP + 50MP + 10MP | 50MP Front Camera6000 mAh BatteryDimensity 8350 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,https://www.flipkart.com/motorola-edge-60-pro-pantone-sparkling-grape-256-gb/p/itm72c35d843cd5f?pid=MOBH9C9JWM2Y5FZP&lid=LSTMOBH9C9JWM2Y5FZPAENCST&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_10_229&otracker=search&otracker1=search&fm=organic&iid=345bf6b9-20a5-45d6-92c6-43c50a5fa886.MOBH9C9JWM2Y5FZP.SEARCH&ppt=None&ppn=None&ssid=04s09kmbz40000001753444731186&qH=1db27dacccf6b51f
205,"Apple iPhone 16e (Black, 256 GB)","₹64,900","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP Rear Camera | 12MP Front CameraA18 Chip, 6 Core Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",https://www.flipkart.com/apple-iphone-16e-black-256-gb/p/itm24bcdb43505bd?pid=MOBH9JVHVW84WHJB&lid=LSTMOBH9JVHVW84WHJBWAP270&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_10_230&otracker=search&otracker1=search&fm=organic&iid=345bf6b9-20a5-45d6-92c6-43c50a5fa886.MOBH9JVHVW84WHJB.SEARCH&ppt=None&ppn=None&ssid=04s09kmbz40000001753444731186&qH=1db27dacccf6b51f
206,"Apple iPhone 13 (Midnight, 128 GB)","₹44,999",128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.,https://www.flipkart.com/apple-iphone-13-midnight-128-gb/p/itmca361aab1c5b0?pid=MOBG6VF5Q82T3XRS&lid=LSTMOBG6VF5Q82T3XRSOXJLM9&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_10_231&otracker=search&otracker1=search&fm=organic&iid=345bf6b9-20a5-45d6-92c6-43c50a5fa886.MOBG6VF5Q82T3XRS.SEARCH&ppt=None&ppn=None&ssid=04s09kmbz40000001753444731186&qH=1db27dacccf6b51f
207,"Apple iPhone 16 (Black, 256 GB)","₹84,900","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",https://www.flipkart.com/apple-iphone-16-black-256-gb/p/itm86da1977dcdf1?pid=MOBH4DQFZCJJXUFG&lid=LSTMOBH4DQFZCJJXUFGO5DY3W&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_10_232&otracker=search&otracker1=search&fm=organic&iid=345bf6b9-20a5-45d6-92c6-43c50a5fa886.MOBH4DQFZCJJXUFG.SEARCH&ppt=None&ppn=None&ssid=04s09kmbz40000001753444731186&qH=1db27dacccf6b51f
208,itel it5330 | 2.8 inch Big Display | 1900 mAh Battery | Kingvoice,"₹1,349",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB7.11 cm (2.8 inch) Quarter QVGA Display0.8MP + 0MP | 0MP Front Camera1900 mAh BatteryUnisoc Processor12+1 month manufacturer warranty,https://www.flipkart.com/itel-it5330-2-8-inch-big-display-1900-mah-battery-kingvoice/p/itmfb08600c266c4?pid=MOBGW5HMH5Z3MQCK&lid=LSTMOBGW5HMH5Z3MQCKKL7IGG&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_10_233&otracker=search&otracker1=search&fm=organic&iid=345bf6b9-20a5-45d6-92c6-43c50a5fa886.MOBGW5HMH5Z3MQCK.SEARCH&ppt=None&ppn=None&ssid=04s09kmbz40000001753444731186&qH=1db27dacccf6b51f
209,itel it5330 | 2.8 inch Big Display | 1900 mAh Battery | Kingvoice,"₹1,349",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB7.11 cm (2.8 inch) Quarter QVGA Display0.8MP + 0MP | 0MP Front Camera1900 mAh BatteryUnisoc Processor12+1 month manufacturer warranty,https://www.flipkart.com/itel-it5330-2-8-inch-big-display-1900-mah-battery-kingvoice/p/itmfb08600c266c4?pid=MOBGW5HBMFG5NJYH&lid=LSTMOBGW5HBMFG5NJYHPAL1JK&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_10_234&otracker=search&otracker1=search&fm=organic&iid=345bf6b9-20a5-45d6-92c6-43c50a5fa886.MOBGW5HBMFG5NJYH.SEARCH&ppt=None&ppn=None&ssid=04s09kmbz40000001753444731186&qH=1db27dacccf6b51f
210,itel it5330 | 2.8 inch Big Display | 1900 mAh Battery | Kingvoice,"₹1,349",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB7.11 cm (2.8 inch) Quarter QVGA Display0.8MP + 0MP | 0MP Front Camera1900 mAh BatteryUnisoc Processor12+1 month manufacturer warranty,https://www.flipkart.com/itel-it5330-2-8-inch-big-display-1900-mah-battery-kingvoice/p/itmfb08600c266c4?pid=MOBGW5H6KZ8BHRS3&lid=LSTMOBGW5H6KZ8BHRS3CQSOGH&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_10_235&otracker=search&otracker1=search&fm=organic&iid=345bf6b9-20a5-45d6-92c6-43c50a5fa886.MOBGW5H6KZ8BHRS3.SEARCH&ppt=None&ppn=None&ssid=04s09kmbz40000001753444731186&qH=1db27dacccf6b51f
211,itel it5330 | 2.8 inch Big Display | 1900 mAh Battery | Kingvoice,"₹1,349",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB7.11 cm (2.8 inch) Quarter QVGA Display0.8MP + 0MP | 0MP Front Camera1900 mAh BatteryUnisoc Processor12+1 month manufacturer warranty,https://www.flipkart.com/itel-it5330-2-8-inch-big-display-1900-mah-battery-kingvoice/p/itmfb08600c266c4?pid=MOBGW5HN7DGXGNMS&lid=LSTMOBGW5HN7DGXGNMSSBP1DL&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_10_236&otracker=search&otracker1=search&fm=organic&iid=345bf6b9-20a5-45d6-92c6-43c50a5fa886.MOBGW5HN7DGXGNMS.SEARCH&ppt=None&ppn=None&ssid=04s09kmbz40000001753444731186&qH=1db27dacccf6b51f
212,"realme P3 5G (Nebula Pink, 256 GB)","₹18,499",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera6000 mAh Battery6 Gen 4 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/realme-p3-5g-nebula-pink-256-gb/p/itm69060f73d27e8?pid=MOBHAYN5XFZWUQCA&lid=LSTMOBHAYN5XFZWUQCA9RIPRK&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_10_237&otracker=search&otracker1=search&fm=organic&iid=345bf6b9-20a5-45d6-92c6-43c50a5fa886.MOBHAYN5XFZWUQCA.SEARCH&ppt=None&ppn=None&ssid=04s09kmbz40000001753444731186&qH=1db27dacccf6b51f
213,"POCO M7 Pro 5G (Olive Twilight, 128 GB)","₹12,999",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 20MP Front Camera5110 mAh BatteryDimensity 7025 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/poco-m7-pro-5g-olive-twilight-128-gb/p/itm39b8c2a99ab7d?pid=MOBH7443JP83ZMJ3&lid=LSTMOBH7443JP83ZMJ3BW6AGF&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_10_238&otracker=search&otracker1=search&fm=organic&iid=345bf6b9-20a5-45d6-92c6-43c50a5fa886.MOBH7443JP83ZMJ3.SEARCH&ppt=None&ppn=None&ssid=04s09kmbz40000001753444731186&qH=1db27dacccf6b51f
214,"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)","₹27,999",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP + 13MP + 10MP | 50MP Front Camera4500 mAh Battery7 Gen 3 Mobile Platform Processor1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/motorola-edge-50-pro-5g-125w-charger-luxe-lavender-256-gb/p/itm3281f9ac32d1a?pid=MOBGXFXY2SBHGSVN&lid=LSTMOBGXFXY2SBHGSVNUNNNTJ&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_10_239&otracker=search&otracker1=search&fm=organic&iid=345bf6b9-20a5-45d6-92c6-43c50a5fa886.MOBGXFXY2SBHGSVN.SEARCH&ppt=None&ppn=None&ssid=04s09kmbz40000001753444731186&qH=1db27dacccf6b51f
215,"realme P3 5G (Space Silver, 256 GB)","₹18,499",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera6000 mAh Battery6 Gen 4 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/realme-p3-5g-space-silver-256-gb/p/itm69060f73d27e8?pid=MOBHAYN5GGGM6MVZ&lid=LSTMOBHAYN5GGGM6MVZQKSQU5&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_10_240&otracker=search&otracker1=search&fm=organic&iid=345bf6b9-20a5-45d6-92c6-43c50a5fa886.MOBHAYN5GGGM6MVZ.SEARCH&ppt=None&ppn=None&ssid=04s09kmbz40000001753444731186&qH=1db27dacccf6b51f
216,"CMF by Nothing Phone 2 Pro (Light Green, 128 GB)","₹18,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.2 cm (6.77 inch) Display50MP + 50MP + 8MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 Pro 5G Processor1 Year Manufacturing Warranty,https://www.flipkart.com/cmf-nothing-phone-2-pro-light-green-128-gb/p/itm46a119f176627?pid=MOBHAUHADASAEX2G&lid=LSTMOBHAUHADASAEX2GYKJS5R&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_11_241&otracker=search&otracker1=search&fm=organic&iid=en_rneaZnqtaa3VVs06xNySlXrJmDESqsliYMu1wlXTZUnCq0Y3_2VYPdisf0-Zs9xi9TPUnrf94HFwJl2mDs7BrfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=bs97hxut4w0000001753444732248&qH=1db27dacccf6b51f
217,"CMF by Nothing Phone 2 Pro (Orange, 128 GB)","₹18,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.2 cm (6.77 inch) Display50MP + 50MP + 8MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 Pro 5G Processor1 Year Manufacturing Warranty,https://www.flipkart.com/cmf-nothing-phone-2-pro-orange-128-gb/p/itm46a119f176627?pid=MOBHAUHAHD3TRJ7X&lid=LSTMOBHAUHAHD3TRJ7XRKZ0X4&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_11_242&otracker=search&otracker1=search&fm=organic&iid=en_rneaZnqtaa3VVs06xNySlXrJmDESqsliYMu1wlXTZUliFKudrUMBY4xQporZsthTe6Oau7IR-2G7_7GnDNalw_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=bs97hxut4w0000001753444732248&qH=1db27dacccf6b51f
218,"OnePlus Nord CE4 lite 5G (ULTRA ORANGE, 128 GB)","₹16,865",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5500 mAh Battery1 year,https://www.flipkart.com/oneplus-nord-ce4-lite-5g-ultra-orange-128-gb/p/itm8fd5fdf300955?pid=MOBH25ZEZBY3ZGBF&lid=LSTMOBH25ZEZBY3ZGBFS6UMKM&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_11_243&otracker=search&otracker1=search&fm=organic&iid=42f9e504-9eed-48d8-88a0-5c7e299ac574.MOBH25ZEZBY3ZGBF.SEARCH&ppt=None&ppn=None&ssid=bs97hxut4w0000001753444732248&qH=1db27dacccf6b51f
219,"Tecno Pova 6 Neo 5G (Midnight Shadow, 128 GB)","₹11,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display108MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 5G Processor1 Year Manufacturer Warranty for Phone,https://www.flipkart.com/tecno-pova-6-neo-5g-midnight-shadow-128-gb/p/itmd24accb9a72ed?pid=MOBH9HYGN9DFKZKH&lid=LSTMOBH9HYGN9DFKZKH0XWTWC&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_11_244&otracker=search&otracker1=search&fm=organic&iid=42f9e504-9eed-48d8-88a0-5c7e299ac574.MOBH9HYGN9DFKZKH.SEARCH&ppt=None&ppn=None&ssid=bs97hxut4w0000001753444732248&qH=1db27dacccf6b51f
220,"POCO M7 5G (Ocean Blue, 128 GB)","₹10,499",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/poco-m7-5g-ocean-blue-128-gb/p/itm7c4a352930fde?pid=MOBH9HFJTH8SZWMZ&lid=LSTMOBH9HFJTH8SZWMZ6OVNR6&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_11_245&otracker=search&otracker1=search&fm=organic&iid=42f9e504-9eed-48d8-88a0-5c7e299ac574.MOBH9HFJTH8SZWMZ.SEARCH&ppt=None&ppn=None&ssid=bs97hxut4w0000001753444732248&qH=1db27dacccf6b51f
221,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)","₹21,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 5MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-a35-5g-awesome-iceblue-256-gb/p/itmd3af671af1e42?pid=MOBGYT2HYAAHS3ZR&lid=LSTMOBGYT2HYAAHS3ZRNFRJP2&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_11_246&otracker=search&otracker1=search&fm=organic&iid=42f9e504-9eed-48d8-88a0-5c7e299ac574.MOBGYT2HYAAHS3ZR.SEARCH&ppt=None&ppn=None&ssid=bs97hxut4w0000001753444732248&qH=1db27dacccf6b51f
222,"CMF by Nothing Phone 2 Pro (White, 128 GB)","₹18,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.2 cm (6.77 inch) Display50MP + 50MP + 8MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 Pro 5G Processor1 Year Manufacturing Warranty,https://www.flipkart.com/cmf-nothing-phone-2-pro-white-128-gb/p/itm46a119f176627?pid=MOBHAUHAEYXGMWMY&lid=LSTMOBHAUHAEYXGMWMYZKP8G0&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_11_247&otracker=search&otracker1=search&fm=organic&iid=en_rneaZnqtaa3VVs06xNySlXrJmDESqsliYMu1wlXTZUlms2ew-Xk4hWZxf_9ecgLz4ZK7jm7im0VZ4IYNiH7EgvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=bs97hxut4w0000001753444732248&qH=1db27dacccf6b51f
223,Boult 10000 mAh 22 W Wired & Wireless With MagSafe Compact Pocket Size Power Bank,"₹1,299","22W wired & 15W wireless fast charging: Boosted speed ensures rapid charging, minimizing downtime for your devices, keeping you powered up quickly.2-Way Charging Supports MagSafe Charge & Wired Charging for ultimate convenience. | 15 Watt wireless charge = charge 30% in 30min and 22 Watt wired charge = Charge 50% in 30min 10000mAh Battery Capacity: Ample power to charge iPhone 15 - 2.5 times, OnePlus Nord 4 - 3 times, Samsung Galaxy S24 - 2.1 times, making it ideal for travel and daily use.Free Magnetic Ring Included for a secure and seamless charging experience..Advanced Protection: Built-in overcharge, overvoltage protection layers ensure safe charging for your devices.Premium Metallic Finish & Compact Design Sleek, durable, and super-compact build, perfect for mobile phones, smartwatches, tablets, and earbuds.Weight: 203.5 g | Capacity: 10000 mAhLithium Polymer Battery | Type-C ConnectorPower Source: BatteryCharging Cable Included1 year warranty from the date of purchase",https://www.flipkart.com/boult-10000-mah-22-w-wired-wireless-magsafe-compact-pocket-size-power-bank/p/itmdd05b6bfb626c?pid=PWBH8ZFN5D7WCRKY&lid=LSTPWBH8ZFN5D7WCRKY6AAXPK&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_11_248&otracker=search&otracker1=search&fm=organic&iid=en_rneaZnqtaa3VVs06xNySlXrJmDESqsliYMu1wlXTZUl19zm7Wkvh18lXOCM8tVtCHKh-4q-aNHQeW43kE7lknPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=bs97hxut4w0000001753444732248&qH=1db27dacccf6b51f
224,"REDMI A4 5G only on Jio SIM (Sparkle Purple, 64 GB)","₹8,581",4 GB RAM | 64 GB ROM17.48 cm (6.88 inch) Display50MP Rear Camera5160 mAh Battery1 Year,https://www.flipkart.com/redmi-a4-5g-only-jio-sim-sparkle-purple-64-gb/p/itm779b8a6711870?pid=MOBH6YHE6BMAY9EA&lid=LSTMOBH6YHE6BMAY9EALSLTK0&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_11_249&otracker=search&otracker1=search&fm=organic&iid=42f9e504-9eed-48d8-88a0-5c7e299ac574.MOBH6YHE6BMAY9EA.SEARCH&ppt=None&ppn=None&ssid=bs97hxut4w0000001753444732248&qH=1db27dacccf6b51f
225,"REDMI A4 5G only on Jio SIM (Starry Black, 128 GB)","₹9,447",4 GB RAM | 128 GB ROM17.48 cm (6.88 inch) Display50MP Rear Camera5160 mAh Battery1 Year,https://www.flipkart.com/redmi-a4-5g-only-jio-sim-starry-black-128-gb/p/itm779b8a6711870?pid=MOBH6YHD5HTVZZHK&lid=LSTMOBH6YHD5HTVZZHKS4RUF6&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_11_250&otracker=search&otracker1=search&fm=organic&iid=42f9e504-9eed-48d8-88a0-5c7e299ac574.MOBH6YHD5HTVZZHK.SEARCH&ppt=None&ppn=None&ssid=bs97hxut4w0000001753444732248&qH=1db27dacccf6b51f
226,GOBOULT 20000 mAh 22.5 W Power Bank,"₹1,599","22.5W Fast Charging: Boosted speed ensures rapid charging, minimizing device downtime and keeping you powered up quickly.20000mAh Battery Capacity: Ample power to charge iPhone 15 (4.9x), OnePlus Nord 4 (4x), and Galaxy S24 (4.1x), making it ideal for travel and daily use.Multiple Charging Ports: Equipped with Micro USB, Type-C, and USB output ports, offering flexibility to charge multiple devices simultaneously.Advanced Protection: Built-in overcharge, overvoltage protection layers ensure safe device charging.Premium Metallic Finish: Sleek, durable design with a metallic finish in Power Blue, Jet Black, and Coffee, adding style to functionality.Compact & Durable with LED Display: Super-compact, durable design with an LED digital display, compatible with mobile phones, smartwatches, tablets, and earbuds.Weight: 300 g | Capacity: 20000 mAhLithium Polymer Battery | Type-C, Type-A ConnectorPower Source: USBCharging Cable Included1 year warranty from the date of purchase",https://www.flipkart.com/goboult-20000-mah-22-5-w-power-bank/p/itm96a75d7661cbc?pid=PWBH47Z6SGUT2MPU&lid=LSTPWBH47Z6SGUT2MPULSKYZS&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_11_251&otracker=search&otracker1=search&fm=organic&iid=en_rneaZnqtaa3VVs06xNySlXrJmDESqsliYMu1wlXTZUmHrONHWi7TIb4ft7gDlSCQLkebg6PW7k9lpBGJA_ROYw%3D%3D&ppt=None&ppn=None&ssid=bs97hxut4w0000001753444732248&qH=1db27dacccf6b51f
227,Ambrane 10000 mAh 22.5 W Mini Pocket Size Power Bank,"₹1,299","Capacity: 10000 mAhQuick Charge 3.0 & Power Delivery Technology22.5W Max BoostedSpeed�Output Ports: 2 (1 Type-C1 USB-A)Rugged & Travel-Friendly BodyCompact & Lightweight Design10000mAh capacity with Smart Power ManagementMultiple Layers of Protection from short circuitover charge & over dischargeType C Charging Cable includedLightning quick chargeUniversal compatibilityInput/Output control and LED indicators.Lithium Polymer Battery | Type-AType-C ConnectorPower Source: AC AdapterCapacity: 10000 mAhLithium Polymer Battery | Type-A, Type-C ConnectorPower Source: AC AdapterCharging Cable Included6 Months Brand Warranty",https://www.flipkart.com/ambrane-10000-mah-22-5-w-mini-pocket-size-power-bank/p/itm3c8d715d5d655?pid=PWBGVGEEEPFUQ7EB&lid=LSTPWBGVGEEEPFUQ7EB46DXC9&marketplace=FLIPKART&q=mobiles+under+200000&store=tyy%2F4io&srno=s_11_252&otracker=search&otracker1=search&fm=organic&iid=en_rneaZnqtaa3VVs06xNySlXrJmDESqsliYMu1wlXTZUkJKYSijF_MEfs51-51JRK9-iQ2lpQD7Kv8eAmF_W4oFQ%3D%3D&ppt=None&ppn=None&ssid=bs97hxut4w0000001753444732248&qH=1db27dacccf6b51f
